FECHA_CORTE,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,ANNIO,MODALIDAD_DE_POSTULACION,EBA_EBR,EGRESO_SECUNDARIA,PRIMERA_OPCION,PRIMERA_OPCION_TURNO,SEGUNDA_OPCION,SEGUNDA_OPCION_TURNO,EDAD,SEXO
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,25,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Diseño Publicitario,Nocturno,Secretariado Ejecutivo,Nocturno,29,Femenino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Nocturno,Desarrollo de Sistemas de Información,Nocturno,18,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Secretariado Ejecutivo,Diurno,17,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Desarrollo de Sistemas de Información,Nocturno,Desarrollo de Sistemas de Información,Nocturno,16,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Publicitario,Diurno,Secretariado Ejecutivo,Diurno,17,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Mecánica de Producción,Diurno,18,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Mecánica Automotriz,Diurno,18,Femenino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Desarrollo de Sistemas de Información,Diurno,Contabilidad,Diurno,17,
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2013,Contabilidad,Nocturno,Administración,Nocturno,28,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2017,Contabilidad,Nocturno,Contabilidad,Nocturno,27,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,18,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Construcción Civil,Nocturno,Administración,Nocturno,20,Masculino
20230320,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2015,Construcción Civil,Nocturno,Desarrollo de Sistemas de Información,Nocturno,23,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Administración,Diurno,Desarrollo de Sistemas de Información,Nocturno,19,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2017,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,21,Masculino
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Diseño Gráfico,Diurno,Administración,Diurno,18,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2000,Contabilidad,Diurno,Mecánica de Producción,Nocturno,18,Masculino
20230320,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Secretariado Ejecutivo,Diurno,Administración,Nocturno,26,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2007,Contabilidad,Nocturno,Contabilidad,Nocturno,30,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Diseño Gráfico,Nocturno,18,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Administración,Nocturno,Administración,Nocturno,20,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2015,Contabilidad,Diurno,Administración,Diurno,24,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Desarrollo de Sistemas de Información,Diurno,Diseño Gráfico,Diurno,21,Masculino
20230320,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,17,Femenino
20230320,150121,LIMA,LIMA,PUEBLO LIBRE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,18,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2005,Contabilidad,Nocturno,Administración,Nocturno,34,Femenino
20230320,150121,LIMA,LIMA,PUEBLO LIBRE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Secretariado Ejecutivo,Diurno,Administración,Diurno,19,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,17,Femenino
20230320,21601,ANCASH,POMABAMBA,POMABAMBA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1994,Secretariado Ejecutivo,Nocturno,Administración,Diurno,46,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1990,Desarrollo de Sistemas de Información,Nocturno,Diseño Publicitario,Nocturno,55,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Administración,Nocturno,Secretariado Ejecutivo,Nocturno,21,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,20,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Mecánica Automotriz,Diurno,Mecánica de Producción,Nocturno,22,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1978,Desarrollo de Sistemas de Información,Nocturno,Diseño Publicitario,Nocturno,62,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Administración,Diurno,Secretariado Ejecutivo,Diurno,44,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Desarrollo de Sistemas de Información,Nocturno,Diseño Publicitario,Nocturno,20,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Contabilidad,Nocturno,Construcción Civil,Nocturno,27,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Administración,Diurno,Diseño Gráfico,Diurno,21,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2019,Contabilidad,Diurno,Administración,Nocturno,20,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Mecánica de Producción,Diurno,Desarrollo de Sistemas de Información,Diurno,19,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Construcción Civil,Diurno,Administración,Nocturno,20,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Desarrollo de Sistemas de Información,Diurno,Administración,Diurno,17,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,19,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Administración,Diurno,Secretariado Ejecutivo,Diurno,21,Femenino
20230320,150115,LIMA,LIMA,LA VICTORIA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Nocturno,Administración,Nocturno,19,Masculino
20230320,150141,LIMA,LIMA,SURQUILLO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2004,Mecánica Automotriz,Nocturno,Administración,Nocturno,36,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Publicitario,Diurno,Administración,Diurno,17,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Desarrollo de Sistemas de Información,Diurno,Diseño Gráfico,Diurno,18,Masculino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2004,Desarrollo de Sistemas de Información,Nocturno,Contabilidad,Nocturno,35,Femenino
20230320,150106,LIMA,LIMA,CARABAYLLO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,21,Femenino
20230320,150106,LIMA,LIMA,CARABAYLLO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Secretariado Ejecutivo,Diurno,Diseño Publicitario,Diurno,25,Femenino
20230320,150125,LIMA,LIMA,PUENTE PIEDRA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2005,Contabilidad,Diurno,Diseño Gráfico,Diurno,34,Femenino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2015,Administración,Diurno,Contabilidad,Diurno,24,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Administración,Nocturno,Administración,Nocturno,25,Femenino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2000,Desarrollo de Sistemas de Información,Nocturno,Administración,Nocturno,39,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Desarrollo de Sistemas de Información,Diurno,Mecánica Automotriz,Diurno,18,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2008,Administración,Diurno,Secretariado Ejecutivo,Diurno,31,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Diseño Publicitario,Diurno,18,Femenino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Desarrollo de Sistemas de Información,Nocturno,Desarrollo de Sistemas de Información,Nocturno,20,Masculino
20230320,150122,LIMA,LIMA,MIRAFLORES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2005,Administración,Nocturno,Mecánica de Producción,Nocturno,24,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,20,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Contabilidad,Nocturno,Administración,Nocturno,30,Femenino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Servicio Militar,EBA - Educación Básica Alternativa,2020,Mecánica Automotriz,Nocturno,Desarrollo de Sistemas de Información,Nocturno,22,Masculino
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Nocturno,Desarrollo de Sistemas de Información,Nocturno,19,Masculino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1996,Administración,Nocturno,Secretariado Ejecutivo,Nocturno,43,Femenino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Mecánica de Producción,Nocturno,Construcción Civil,Nocturno,27,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,18,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2012,Administración,Diurno,Contabilidad,Diurno,26,Femenino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Diseño Gráfico,Diurno,19,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,19,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Construcción Civil,Nocturno,18,
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Conadis,EBR - Educación Básica Regular,,Contabilidad,Diurno,Administración,Diurno,21,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Administración,Diurno,Contabilidad,Diurno,20,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Mecánica de Producción,Diurno,17,Femenino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1995,Desarrollo de Sistemas de Información,Nocturno,Diseño Publicitario,Nocturno,44,Masculino
20230320,150125,LIMA,LIMA,PUENTE PIEDRA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Administración,Nocturno,Contabilidad,Nocturno,24,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Mecánica de Producción,Diurno,17,Femenino
20230320,150113,LIMA,LIMA,JESUS MARIA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1992,Administración,Nocturno,Desarrollo de Sistemas de Información,Nocturno,48,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1995,Administración,Nocturno,Administración,Nocturno,44,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2019,Contabilidad,Diurno,Secretariado Ejecutivo,Diurno,20,Femenino
20230320,150121,LIMA,LIMA,PUEBLO LIBRE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Contabilidad,Nocturno,Administración,Nocturno,29,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Diseño Publicitario,Diurno,Desarrollo de Sistemas de Información,Diurno,22,Masculino
20230320,140103,LAMBAYEQUE,CHICLAYO,ETEN,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Desarrollo de Sistemas de Información,Nocturno,Desarrollo de Sistemas de Información,Nocturno,17,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1986,Contabilidad,Nocturno,Secretariado Ejecutivo,Nocturno,53,Femenino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Mecánica de Producción,Diurno,Diseño Gráfico,Diurno,20,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2018,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,22,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2014,Administración,Diurno,Contabilidad,Diurno,24,Masculino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2021,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,17,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Construcción Civil,Diurno,Contabilidad,Diurno,18,Masculino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Mecánica Automotriz,Diurno,17,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Contabilidad,Diurno,18,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Desarrollo de Sistemas de Información,Nocturno,Administración,Nocturno,19,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Administración,Diurno,Diseño Gráfico,Diurno,17,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Desarrollo de Sistemas de Información,Diurno,Mecánica Automotriz,Diurno,18,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2012,Administración,Nocturno,Contabilidad,Nocturno,30,
20230320,150109,LIMA,LIMA,CIENEGUILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Diseño Gráfico,Nocturno,19,Femenino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Administración,Diurno,Diseño Gráfico,Nocturno,26,Femenino
20230320,150136,LIMA,LIMA,SAN MIGUEL,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Desarrollo de Sistemas de Información,Diurno,Mecánica Automotriz,Diurno,17,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Publicitario,Diurno,Secretariado Ejecutivo,Diurno,19,Femenino
20230320,150112,LIMA,LIMA,INDEPENDENCIA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Contabilidad,Nocturno,18,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Diseño Gráfico,Nocturno,17,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Contabilidad,Diurno,17,Masculino
20230320,70106,CALLAO,CALLAO,VENTANILLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Administración,Diurno,Administración,Diurno,17,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Administración,Diurno,Desarrollo de Sistemas de Información,Diurno,18,Masculino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2015,Administración,Nocturno,Mecánica de Producción,Nocturno,24,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Administración,Diurno,18,Femenino
20230320,150116,LIMA,LIMA,LINCE,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Nocturno,Diseño Publicitario,Nocturno,18,Femenino
20230320,70104,CALLAO,CALLAO,LA PERLA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2008,Diseño Gráfico,Diurno,Diseño Publicitario,Nocturno,29,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Mecánica Automotriz,Diurno,Desarrollo de Sistemas de Información,Diurno,18,Masculino
20230320,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Desarrollo de Sistemas de Información,Diurno,Diseño Publicitario,Diurno,26,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1995,Administración,Nocturno,Secretariado Ejecutivo,Nocturno,46,Masculino
20230320,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2018,Diseño Gráfico,Diurno,Desarrollo de Sistemas de Información,Diurno,20,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Publicitario,Diurno,Diseño Gráfico,Diurno,19,Femenino
20230320,150142,LIMA,LIMA,VILLA EL SALVADOR,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2013,Diseño Gráfico,Diurno,Diseño Publicitario,Nocturno,25,Femenino
20230320,200208,PIURA,AYABACA,SAPILLICA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,19,Femenino
20230320,150117,LIMA,LIMA,LOS OLIVOS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Diseño Publicitario,Nocturno,Diseño Gráfico,Nocturno,18,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2009,Administración,Nocturno,Administración,Nocturno,20,Masculino
20230320,40305,AREQUIPA,CARAVELI,BELLA UNION,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Mecánica de Producción,Nocturno,Administración,Nocturno,19,Masculino
20230320,150112,LIMA,LIMA,INDEPENDENCIA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2018,Secretariado Ejecutivo,Nocturno,Contabilidad,Nocturno,28,Masculino
20230320,150131,LIMA,LIMA,SAN ISIDRO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2011,Diseño Publicitario,Diurno,Secretariado Ejecutivo,Diurno,27,Femenino
20230320,150103,LIMA,LIMA,ATE,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2021,Administración,Nocturno,Administración,Nocturno,18,Masculino
20230320,150125,LIMA,LIMA,PUENTE PIEDRA,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2005,Administración,Diurno,Administración,Diurno,34,
20230320,40305,AREQUIPA,CARAVELI,BELLA UNION,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2015,Secretariado Ejecutivo,Nocturno,Contabilidad,Nocturno,24,Femenino
20230320,150116,LIMA,LIMA,LINCE,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2018,Diseño Gráfico,Diurno,Diseño Publicitario,Diurno,21,Masculino
20230320,150110,LIMA,LIMA,COMAS,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2010,Desarrollo de Sistemas de Información,Nocturno,Desarrollo de Sistemas de Información,Diurno,29,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Administración,Nocturno,Contabilidad,Nocturno,25,Femenino
20230320,150101,LIMA,LIMA,LIMA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,,Desarrollo de Sistemas de Información,Diurno,Desarrollo de Sistemas de Información,Diurno,20,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Diseño Gráfico,Nocturno,18,Masculino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1995,Administración,Nocturno,Desarrollo de Sistemas de Información,Nocturno,38,Masculino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2020,Contabilidad,Diurno,Mecánica Automotriz,Diurno,19,Masculino
20230320,150115,LIMA,LIMA,LA VICTORIA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Diseño Gráfico,Diurno,Desarrollo de Sistemas de Información,Diurno,18,Femenino
20230320,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2017,Mecánica de Producción,Nocturno,Mecánica Automotriz,Nocturno,21,Masculino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2020,Administración,Diurno,Diseño Gráfico,Diurno,19,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2016,Desarrollo de Sistemas de Información,Diurno,Administración,Diurno,23,Masculino
20230320,40101,AREQUIPA,AREQUIPA,AREQUIPA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2012,Diseño Gráfico,Diurno,Diseño Gráfico,Diurno,27,Femenino
20230320,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2022,Ordinario - Examen de admisión,EBA - Educación Básica Alternativa,2017,Desarrollo de Sistemas de Información,Nocturno,Mecánica de Producción,Nocturno,23,Masculino
20230320,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2021,Contabilidad,Diurno,Mecánica de Producción,Diurno,19,Femenino
20230320,70101,CALLAO,CALLAO,CALLAO,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,2012,Desarrollo de Sistemas de Información,Nocturno,Contabilidad,Nocturno,26,Femenino
20230320,70102,CALLAO,CALLAO,BELLAVISTA,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1998,Contabilidad,Nocturno,Administración,Nocturno,42,Femenino
20230320,150135,LIMA,LIMA,SAN MARTIN DE PORRES,2022,Ordinario - Examen de admisión,EBR - Educación Básica Regular,1995,Construcción Civil,Nocturno,Contabilidad,Nocturno,43,Femenino
